iter	Logloss
405	0.2562010223
406	0.2556198314
407	0.2550787675
408	0.2547245753
409	0.2542274323
410	0.2535648519
411	0.253529405
412	0.2531286333
413	0.252840821
414	0.2523658323
415	0.2517682195
416	0.2515391161
417	0.2510043939
418	0.2505778955
419	0.2503809159
420	0.249969427
421	0.2495978437
422	0.2491681052
423	0.2487747275
424	0.2483074652
425	0.2478694466
426	0.247360091
427	0.2464866569
428	0.2462132726
429	0.2458391692
430	0.2455397812
431	0.2449201802
432	0.2444690074
433	0.2439031307
434	0.2435676035
435	0.2430723436
436	0.242305721
437	0.2420660389
438	0.2411441145
439	0.2408774873
440	0.2405749146
441	0.2401639243
442	0.2395759486
443	0.2393667841
444	0.2389276023
445	0.2383575716
446	0.2378571332
447	0.2375620099
448	0.2373142416
449	0.2368242156
450	0.2365279016
451	0.2360739595
452	0.2358018214
453	0.2356647692
454	0.2352114918
455	0.2349756037
456	0.2342650038
457	0.2339805977
458	0.2336565353
459	0.2331571492
460	0.2327634946
461	0.2324940981
462	0.2324138441
463	0.2320371098
464	0.2315517917
465	0.2309628883
466	0.2305915265
467	0.2304287614
468	0.2301898686
469	0.2297589117
470	0.2295023369
471	0.2291651482
472	0.228647374
473	0.2283705419
474	0.2280039294
475	0.2276338968
476	0.2273669373
477	0.2271123287
478	0.2267695737
479	0.2266152827
480	0.2263145654
481	0.2260442966
482	0.2254930001
483	0.2250309164
484	0.2246270431
485	0.2245128929
486	0.2237267191
487	0.2233267229
488	0.2231720303
489	0.2225885132
490	0.222128811
491	0.221988311
492	0.2215272381
493	0.2212105005
494	0.2209902727
495	0.2205755992
496	0.2196606811
497	0.2189355009
498	0.2187422598
499	0.2181281005
500	0.2171762124
501	0.2168582702
502	0.216391534
503	0.215946149
504	0.215624856
505	0.2152148626
506	0.2147833518
507	0.2146311516
508	0.2142315984
509	0.213801943
510	0.2135948832
511	0.2130116153
512	0.2123721308
513	0.2121812159
514	0.2119948288
515	0.2113718632
516	0.2110423315
517	0.2105179802
518	0.2103663754
519	0.2100148971
520	0.2098091527
521	0.2094776964
522	0.2091947857
523	0.2087066844
524	0.208492009
525	0.2081091408
526	0.208021022
527	0.2075973898
528	0.2071597728
529	0.2068220994
530	0.2063048929
531	0.2059447467
532	0.2055965915
533	0.2051497527
534	0.2048247073
535	0.2046261215
536	0.2039419129
537	0.2035638356
538	0.2030676618
539	0.2029243095
540	0.2027188005
541	0.2025661572
542	0.2020440076
543	0.2016073459
544	0.2014124571
545	0.2008925921
546	0.2003831673
547	0.2001791675
548	0.1999957159
549	0.1994689277
550	0.1993755749
551	0.1991069399
552	0.1986578441
553	0.197937524
554	0.1975710777
555	0.1972909363
556	0.1970867289
557	0.1969121528
558	0.1965646207
559	0.1962938395
560	0.1960158582
561	0.1956277837
562	0.1954471983
563	0.1952478786
564	0.1950100658
565	0.194826905
566	0.1943975819
567	0.1942869764
568	0.1938892648
569	0.1933071462
570	0.1929628265
571	0.1928550596
572	0.192454634
573	0.1920714889
574	0.1917461942
575	0.1915851877
576	0.1912996323
577	0.1909467278
578	0.1906282041
579	0.1902840921
580	0.1901371258
581	0.1897243493
582	0.1896001743
583	0.1891920086
584	0.1887976617
585	0.1884363109
586	0.1882216355
587	0.1880266498
588	0.1877116153
589	0.1872530347
590	0.1870967775
591	0.186898344
592	0.1865456472
593	0.1863852222
594	0.1860246053
595	0.1858722943
596	0.1855679908
597	0.1852952573
598	0.1851517804
599	0.1847490148
600	0.1845251731
601	0.1843280688
602	0.1839895785
603	0.1838200287
604	0.1832091787
605	0.1829180986
606	0.1825351057
607	0.1822912143
608	0.1816751304
609	0.1814410976
610	0.1811299263
611	0.1807577612	612	0.1804663629
613	0.1801912062
614	0.1799471615	615	0.1797345616	616	0.1794588617	617	0.1791969341
618	0.1790085116
619	0.1788556052
620	0.1782779621621	0.17808356622622	0.17796815623	0.1743977403
624624	0.1775545625	625	0.1772726626	626	0.17686627	0.627	0.17670628	0.628	0.17640629	0.629	0.17620630	0.1730163907
631	0.631	0.17553632	0.1725137922
633	0.1721674232
634	0.1719190594
635	0.1717083718
636	0.1714003437
637	0.1712079334
638	0.1710354758
639	0.170877474
640	0.1640	0.1731641	0.1641	0.1727642	0.1697332863
643	0.1695702167
644	0.1692684333
645	0.645	0.17193646	0.646	0.17174647	0.647	0.17162648	0648	0.171466649	0649	0.170928650	0.167827987
651	0.1675969036
652	0.1673421012
653	0.1670908573
654	0.1668171822
655	0.1666243565
656	0.1663330687
657	0.1660045755
658	0.1655546905
659	0.1653171962
660	0.1649335525
661	0.164765152
662	0.1645343455
663	0.1642548826
664	0.1636266553
665	0.1633772945
666	0.1631852996
667	0.163018076
668	0.162655839
669	0.1622923143
670	0.16670	0.165671	0.1616792212
672	0.16672	0.164673	0.1609898064
674	0.1674	0.1646675	0.1605113284
676	0.1602164128
677	0.1600397183
678	0.1597724541
679	0.1593506773
680	0.1680	0.1631681	0.1681	0.162682	0.1682	0.1627683	0683	0.1624109369
684	0.162146685	0685	0.1619796891
686	0.161801687	0687	0.161509688	0688	0.161163689	0689	0.160995690	0.1565370923
691	0.1562835915
692	0.1557733082
693	0.1550745471
694	0.1545174767
695	0.1541384993
696	0.1539151007
697	0.1537179826
698	0.1534771097
699	0.1532786347
700	0.1529930101
701	0.1524359812
702	0.1519725682
703	0.1516736095
704	0.1513499625
705	0.1510530115
706	0.1508349022
707	0.1504872871
708	0.1501669633
709	0.1500050429
710	0.1496466967
711	0.149483724
712	0.1492743657
713	0.1490353344
714	0.1488347131
715	0.148621907
716	0.1482894537
717	0.1478883359
718	0.1477033473
719	0.1470454055
720	0.1466687682
721	0.1464372278
722	0.1460554396
723	0.145761978
724	0.1454960707
72725	0.149839983726	0.1448284641
727	0.1446781193
728	0.1444881045
729	0.1442801308
730	0.1441374292
731	0.1439300371
732	0.1437704706
733	0.1433526401
734	0.1428608972
735	0.1427652459
736	0.142501748
737	0.1420682987
738	0.141846797
739	0.1416089011
740	0.141121783
741	0.1408444801
742	0.1405751389
743	0.1401418973
744	0.1399268066
745	0.1397842158
746	0.139331243
747	0.1392189206
748	0.1388997045
749	0.1386441959
750	0.1382763096
751	0.1379374592
752	0.1374259159
753	0.1371875354
754	0.1369406671
755	0.1367450029
756	0.1364141004
757	0.136090675
758	0.1359792941
759	0.1357067683
760	0.1353919692
761	0.1352652603
762	0.1349846897
763	0.1347510724
764	0.1344689786
765	0.1342998027
766	0.1341232327
767	0.1337314059
768	0.1335128673
769	0.1333810353
770	0.1330467958
771	0.132712224
772	0.1323075476
773	0.1319541308
774	0.1315450928
775	0.1311268054
776	0.1310214062
777	0.1309027282
778	0.1306624369
779	0.130530771
780	0.1301942469
781	0.1300216924
782	0.1296320533
783	0.1293048201
784	0.1292256322
785	0.1290681427
786	0.1288718831
787	0.1286464075
788	0.1285673858
789	0.1283961744
790	0.1281814991
791	0.1279106071
792	0.1277579084
793	0.1275794969
794	0.1271086899
795	0.1269120287
796	0.126609013
797	0.1262721565
798	0.1259737378
799	0.1256924195
800	0.1255446917
801	0.1252557993
802	0.1248356426
803	0.1244818796
804	0.1241614589
805	0.1239692148
806	0.1236783424
807	0.1233287611
808	0.1230211898
809	0.1226717469
810	0.1223289088
811	0.1219938386
812	0.121672947
813	0.1214467376
814	0.1212316607
815	0.1210705433
816	0.1209315665
817	0.1207087356
818	0.1204804215
819	0.120095587
820	0.1197020294
821	0.1195299872
822	0.1194445408
823	0.1191862352
824	0.1189863201
825	0.118743758
826	0.1184422792
827	0.1182628292
828	0.1178312215
829	0.11768834
830	0.1175130716
831	0.1173079918
832	0.1170212734
833	0.1168565975
834	0.1166153646
835	0.1163558268
836	0.1161411998
837	0.1158549452
838	0.1157179277
839	0.115447548
840	0.1152665334
841	0.1151140078
842	0.1148470067
843	0.1145869426
844	0.1143889107
845	0.1140981214
846	0.1139895375
847	0.1137239349
848	0.1133630548
849	0.1130273892
850	0.1126075094
851	0.112488423
852	0.1123125038
853	0.1120206552
854	0.1117409916
855	0.1114170815
856	0.1112633028
857	0.1110606046
858	0.1109752274
859	0.1107639929
860	0.1105513391
861	0.1102817972
862	0.1101780942
863	0.1098133925
864	0.109635071
865	0.1095275464
866	0.1093750069
867	0.109073632
868	0.1089681636
869	0.1088443971
870	0.1087122673
871	0.1084248288
872	0.1081949501
873	0.1077050903
874	0.1074355761
875	0.1072177645
876	0.1071342219
877	0.106861343
878	0.1067000318
879	0.1063611399
880	0.1059833672
881	0.1057191908
882	0.1055351091
883	0.1053752241
884	0.1051467231
885	0.1049598929
886	0.1047562601
887	0.1045826325
888	0.1043890591
889	0.1043501091
890	0.1041103439
891	0.1039807134
892	0.1037529532
893	0.1034600938
894	0.1032473846
895	0.103108664
896	0.1028333273
897	0.1026093955
898	0.1024427466
899	0.1023776752
900	0.1020219529
901	0.1018711166
902	0.1016215343
903	0.1014943062
904	0.1012425847
905	0.1009707996
906	0.100832342
907	0.1005894407
908	0.100491387
909	0.100368299
910	0.1001769964
911	0.1000205592
912	0.09985238022
913	0.099749238
914	0.09951839689
915	0.09932413119
916	0.0991817689
917	0.09894889236
918	0.09874413797
919	0.09856009094
920	0.09841672478
921	0.09821121576
922	0.09797964079
923	0.09759491022
924	0.09726094767
925	0.0970344405
926	0.09685799517
927	0.0964750508
928	0.09642017731
929	0.09626549169
930	0.09621223131
931	0.09594944644
932	0.09562447716
933	0.09546500758
934	0.09521595147
935	0.09502958516
936	0.09498110181
937	0.09474452135
938	0.0946550802
939	0.09441128573
940	0.09427374893
941	0.09412667885
942	0.0940133595
943	0.09369928045
944	0.09352772984
945	0.0932821838
946	0.09305656973
947	0.09293341247
948	0.09280965982
949	0.09250482327
950	0.09226381887
951	0.09204664421
952	0.09178001002
953	0.09170606305
954	0.09144616516
955	0.09140081111
956	0.0912057977
957	0.09113288229
958	0.09090185425
959	0.09062773606
960	0.09041961005
961	0.09026583137
962	0.09012577452
963	0.08992052165
964	0.08968760357
965	0.08947735906
966	0.08935534413
967	0.08926235137
968	0.08900550662
969	0.08896661194
970	0.08866081307
971	0.08853829275
972	0.08833279064
973	0.0880429775
974	0.08772043827
975	0.08767874661
976	0.08756148101
977	0.08723834638
978	0.08698033854
979	0.08667274655
980	0.08657068436
981	0.0862870952
982	0.0862429804
983	0.08608844016
984	0.08585538362
985	0.08568383302
986	0.08557680687
987	0.08528050667
988	0.08507898542
989	0.08488957289
990	0.08460601142
991	0.08443474467
992	0.08433860183
993	0.08422477016
994	0.08416391501
995	0.08402938289
996	0.08391335655
997	0.08356587986
998	0.08333172253
999	0.08302701753
0.08372425557
061385
